application_uuid,apply_dts,is_night_apply,is_workday_apply,is_worktime_apply,apply_amount,apply_month,register_diffdays,tg_location,login_origin,is_reapply,address_length,mobile_company,mobile_segment,net_age,age,gender,regaud_diffdays,cid_prov_lvl,addr_prov_lvl,mobile_prov_lvl,cid_city_lvl,addr_city_lvl,bank_prov_lvl,bank_city_lvl,mobile_city_lvl,job_type,rela1_lvl,rela2_lvl,rela3_lvl,cidcity_bankcity,addrcity_bankcity,mobile_cardmobile,addrcity_mobilecity,addrcity_compcity,mobilecity_compcity,tid,target
web1282097560653260,-29491679.0,0,1,1,10422,434,-540.0,1,,,14,2,5,,37,1,-48240479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097566187520,-29578079.0,0,1,1,10423,435,-541.0,1,,,14,2,5,,37,1,-48326879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097571712484,-29664479.0,0,1,1,10424,436,-542.0,1,,,14,2,5,,37,1,-48413279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097577169799,-29750879.0,0,1,1,10425,437,-543.0,1,,,14,2,5,,37,1,-48499679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097582690070,-29837279.0,0,1,1,10426,438,-544.0,1,,,14,2,5,,37,1,-48586079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097588207628,-29923679.0,0,1,1,10427,439,-545.0,1,,,14,2,5,,37,1,-48672479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097593655152,-30010079.0,0,1,1,10428,440,-546.0,1,,,14,2,5,,29,1,-48758879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097599147474,-30096479.0,0,1,1,10429,441,-547.0,1,,,14,2,5,,29,1,-48845279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097604650485,-30182879.0,0,1,1,10430,442,-548.0,1,,,14,2,5,,29,1,-48931679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097610144230,-30269279.0,0,1,1,10431,443,-549.0,1,,,14,2,5,,29,1,-49018079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097615672057,-30355679.0,0,1,1,10432,444,-550.0,1,,,14,2,5,,29,1,-49104479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097621156206,-30442079.0,0,1,1,10433,445,-551.0,1,,,14,2,5,,29,1,-49190879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097626717498,-30528479.0,0,1,1,10434,446,-552.0,1,,,14,2,5,,29,1,-49277279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097632175188,-30614879.0,0,1,1,10435,447,-553.0,1,,,14,2,5,,29,1,-49363679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097637630777,-30701279.0,0,1,1,10436,448,-554.0,1,,,14,2,5,,29,1,-49450079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097643122224,-30787679.0,0,1,1,10437,449,-555.0,1,,,14,2,5,,29,1,-49536479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097648664315,-30874079.0,0,1,1,10438,450,-556.0,1,,,14,2,5,,29,1,-49622879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097654168283,-30960479.0,0,1,1,10439,451,-557.0,1,,,14,2,5,,29,1,-49709279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097659723362,-31046879.0,0,1,1,10440,452,-558.0,1,,,14,2,5,,29,1,-49795679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097665245139,-31133279.0,0,1,1,10441,453,-559.0,1,,,14,2,5,,29,1,-49882079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097670706198,-31219679.0,0,1,1,10442,454,-560.0,1,,,14,2,5,,29,1,-49968479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097676235288,-31306079.0,0,1,1,10443,455,-561.0,1,,,14,2,5,,29,1,-50054879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097681687597,-31392479.0,0,1,1,10444,456,-562.0,1,,,14,2,5,,29,1,-50141279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097687214236,-31478879.0,0,1,1,10445,457,-563.0,1,,,14,2,5,,29,1,-50227679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097692693175,-31565279.0,0,1,1,10446,458,-564.0,1,,,14,2,5,,29,1,-50314079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097698197333,-31651679.0,0,1,1,10447,459,-565.0,1,,,14,2,5,,29,1,-50400479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097703607137,-31738079.0,0,1,1,10448,460,-566.0,1,,,14,2,5,,29,1,-50486879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097709175681,-31824479.0,0,1,1,10449,461,-567.0,1,,,14,2,5,,29,1,-50573279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097714648103,-31910879.0,0,1,1,10450,462,-568.0,1,,,14,2,5,,29,1,-50659679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097720094520,-31997279.0,0,1,1,10451,463,-569.0,1,,,14,2,5,,29,1,-50746079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097725622287,-32083679.0,0,1,1,10452,464,-570.0,1,,,14,2,5,,29,1,-50832479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097731078701,-32170079.0,0,1,1,10453,465,-571.0,1,,,14,2,5,,29,1,-50918879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097736521638,-32256479.0,0,1,1,10454,466,-572.0,1,,,14,2,5,,29,1,-51005279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097742056892,-32342879.0,0,1,1,10455,467,-573.0,1,,,14,2,5,,29,1,-51091679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097747515599,-32429279.0,0,1,1,10456,468,-574.0,1,,,14,2,5,,29,1,-51178079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097753042824,-32515679.0,0,1,1,10457,469,-575.0,1,,,14,2,5,,29,1,-51264479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097758583065,-32602079.0,0,1,1,10458,470,-576.0,1,,,14,2,5,,29,1,-51350879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097764084750,-32688479.0,0,1,1,10459,471,-577.0,1,,,14,2,5,,29,1,-51437279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097769550509,-32774879.0,0,1,1,10460,472,-578.0,1,,,14,2,5,,29,1,-51523679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097775070456,-32861279.0,0,1,1,10461,473,-579.0,1,,,14,2,5,,29,1,-51610079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097780566995,-32947679.0,0,1,1,10462,474,-580.0,1,,,14,2,5,,29,1,-51696479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097786064727,-33034079.0,0,1,1,10463,475,-581.0,1,,,14,2,5,,29,1,-51782879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097791544524,-33120479.0,0,1,1,10464,476,-582.0,1,,,14,2,5,,29,1,-51869279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097796992200,-33206879.0,0,1,1,10465,477,-583.0,1,,,14,2,5,,29,1,-51955679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097802502828,-33293279.0,0,1,1,10466,478,-584.0,1,,,14,2,5,,29,1,-52042079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097807976567,-33379679.0,0,1,1,10467,479,-585.0,1,,,14,2,5,,29,1,-52128479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097813523514,-33466079.0,0,1,1,10468,480,-586.0,1,,,14,2,5,,29,1,-52214879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097924943610,-33552479.0,0,1,1,10469,481,-587.0,1,,,14,2,5,,29,1,-52301279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097930525950,-33638879.0,0,1,1,10470,482,-588.0,1,,,14,2,5,,29,1,-52387679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097935998074,-33725279.0,0,1,1,10471,483,-589.0,1,,,14,2,5,,29,1,-52474079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097941560546,-33811679.0,0,1,1,10472,484,-590.0,1,,,14,2,5,,29,1,-52560479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097947057434,-33898079.0,0,1,1,10473,485,-591.0,1,,,14,2,5,,29,1,-52646879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097952923360,-33984479.0,0,1,1,10474,486,-592.0,1,,,14,2,5,,29,1,-52733279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097958469505,-34070879.0,0,1,1,10475,487,-593.0,1,,,14,2,5,,29,1,-52819679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097963920247,-34157279.0,0,1,1,10476,488,-594.0,1,,,14,2,5,,29,1,-52906079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097969396789,-34243679.0,0,1,1,10477,489,-595.0,1,,,14,2,5,,29,1,-52992479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097974862888,-34330079.0,0,1,1,10478,490,-596.0,1,,,14,2,5,,29,1,-53078879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097980372653,-34416479.0,0,1,1,10479,491,-597.0,1,,,14,2,5,,29,1,-53165279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097985851807,-34502879.0,0,1,1,10480,492,-598.0,1,,,14,2,5,,29,1,-53251679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097991409811,-34589279.0,0,1,1,10481,493,-599.0,1,,,14,2,5,,29,1,-53338079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282097996892255,-34675679.0,0,1,1,10482,494,-600.0,1,,,14,2,5,,29,1,-53424479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098002402108,-34762079.0,0,1,1,10483,495,-601.0,1,,,14,2,5,,29,1,-53510879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098007894632,-34848479.0,0,1,1,10484,496,-602.0,1,,,14,2,5,,29,1,-53597279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098013431239,-34934879.0,0,1,1,10485,497,-603.0,1,,,14,2,5,,29,1,-53683679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098018951428,-35021279.0,0,1,1,10486,498,-604.0,1,,,14,2,5,,29,1,-53770079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098024459633,-35107679.0,0,1,1,10487,499,-605.0,1,,,14,2,5,,29,1,-53856479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098029964122,-35194079.0,0,1,1,10488,500,-606.0,1,,,14,2,5,,29,1,-53942879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098035403886,-35280479.0,0,1,1,10489,501,-607.0,1,,,14,2,5,,29,1,-54029279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098040854553,-35366879.0,0,1,1,10490,502,-608.0,1,,,14,2,5,,29,1,-54115679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098046262570,-35453279.0,0,1,1,10491,503,-609.0,1,,,14,2,5,,29,1,-54202079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098051658646,-35539679.0,0,1,1,10492,504,-610.0,1,,,14,2,5,,29,1,-54288479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098057159891,-35626079.0,0,1,1,10493,505,-611.0,1,,,14,2,5,,29,1,-54374879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098062561963,-35712479.0,0,1,1,10494,506,-612.0,1,,,14,2,5,,29,1,-54461279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098068097375,-35798879.0,0,1,1,10495,507,-613.0,1,,,14,2,5,,29,1,-54547679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098073647944,-35885279.0,0,1,1,10496,508,-614.0,1,,,14,2,5,,29,1,-54634079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098079062896,-35971679.0,0,1,1,10497,509,-615.0,1,,,14,2,5,,29,1,-54720479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098084508330,-36058079.0,0,1,1,10498,510,-616.0,1,,,14,2,5,,29,1,-54806879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098089989259,-36144479.0,0,1,1,10499,511,-617.0,1,,,14,2,5,,29,1,-54893279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098095429854,-36230879.0,0,1,1,10500,512,-618.0,1,,,14,2,5,,29,1,-54979679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098100900840,-36317279.0,0,1,1,10501,513,-619.0,1,,,14,2,5,,29,1,-55066079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098106335098,-36403679.0,0,1,1,10502,514,-620.0,1,,,14,2,5,,29,1,-55152479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098111793152,-36490079.0,0,1,1,10503,515,-621.0,1,,,14,2,5,,29,1,-55238879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098117309401,-36576479.0,0,1,1,10504,516,-622.0,1,,,14,2,5,,29,1,-55325279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098122735138,-36662879.0,0,1,1,10505,517,-623.0,1,,,14,2,5,,29,1,-55411679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098128237053,-36749279.0,0,1,1,10506,518,-624.0,1,,,14,2,5,,29,1,-55498079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098133721779,-36835679.0,0,1,1,10507,519,-625.0,1,,,14,2,5,,29,1,-55584479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098139180711,-36922079.0,0,1,1,10508,520,-626.0,1,,,14,2,5,,29,1,-55670879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098144628030,-37008479.0,0,1,1,10509,521,-627.0,1,,,14,2,5,,29,1,-55757279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098150137705,-37094879.0,0,1,1,10510,522,-628.0,1,,,14,2,5,,29,1,-55843679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098155628581,-37181279.0,0,1,1,10511,523,-629.0,1,,,14,2,5,,29,1,-55930079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098161132704,-37267679.0,0,1,1,10512,524,-630.0,1,,,14,2,5,,29,1,-56016479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098166661678,-37354079.0,0,1,1,10513,525,-631.0,1,,,14,2,5,,29,1,-56102879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098172148035,-37440479.0,0,1,1,10514,526,-632.0,1,,,14,2,5,,29,1,-56189279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098177620499,-37526879.0,0,1,1,10515,527,-633.0,1,,,14,2,5,,29,1,-56275679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098183095271,-37613279.0,0,1,1,10516,528,-634.0,1,,,14,2,5,,29,1,-56362079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098188573685,-37699679.0,0,1,1,10517,529,-635.0,1,,,14,2,5,,29,1,-56448479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098194097497,-37786079.0,0,1,1,10518,530,-636.0,1,,,14,2,5,,29,1,-56534879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098199577754,-37872479.0,0,1,1,10519,531,-637.0,1,,,14,2,5,,29,1,-56621279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098205122604,-37958879.0,0,1,1,10520,532,-638.0,1,,,14,2,5,,29,1,-56707679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098210569735,-38045279.0,0,1,1,10521,533,-639.0,1,,,14,2,5,,29,1,-56794079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098216098465,-38131679.0,0,1,1,10522,534,-640.0,1,,,14,2,5,,29,1,-56880479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098221561016,-38218079.0,0,1,1,10523,535,-641.0,1,,,14,2,5,,29,1,-56966879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098227018419,-38304479.0,0,1,1,10524,536,-642.0,1,,,14,2,5,,29,1,-57053279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098232476690,-38390879.0,0,1,1,10525,537,-643.0,1,,,14,2,5,,29,1,-57139679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098237982989,-38477279.0,0,1,1,10526,538,-644.0,1,,,14,2,5,,29,1,-57226079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098243438091,-38563679.0,0,1,1,10527,539,-645.0,1,,,14,2,5,,29,1,-57312479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098248908905,-38650079.0,0,1,1,10528,540,-646.0,1,,,14,2,5,,29,1,-57398879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098254411678,-38736479.0,0,1,1,10529,541,-647.0,1,,,14,2,5,,29,1,-57485279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098259862072,-38822879.0,0,1,1,10530,542,-648.0,1,,,14,2,5,,29,1,-57571679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098265369269,-38909279.0,0,1,1,10531,543,-649.0,1,,,14,2,5,,29,1,-57658079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098270831095,-38995679.0,0,1,1,10532,544,-650.0,1,,,14,2,5,,29,1,-57744479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098299126664,-39082079.0,0,1,1,10533,545,-651.0,1,,,14,2,5,,29,1,-57830879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098304836173,-39168479.0,0,1,1,10534,546,-652.0,1,,,14,2,5,,29,1,-57917279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098310328700,-39254879.0,0,1,1,10535,547,-653.0,1,,,14,2,5,,29,1,-58003679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098315727331,-39341279.0,0,1,1,10536,548,-654.0,1,,,14,2,5,,29,1,-58090079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098321176611,-39427679.0,0,1,1,10537,549,-655.0,1,,,14,2,5,,29,1,-58176479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098326527163,-39514079.0,0,1,1,10538,550,-656.0,1,,,14,2,5,,29,1,-58262879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098331912837,-39600479.0,0,1,1,10539,551,-657.0,1,,,14,2,5,,29,1,-58349279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098337311201,-39686879.0,0,1,1,10540,552,-658.0,1,,,14,2,5,,29,1,-58435679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098342711820,-39773279.0,0,1,1,10541,553,-659.0,1,,,14,2,5,,29,1,-58522079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098348118777,-39859679.0,0,1,1,10542,554,-660.0,1,,,14,2,5,,29,1,-58608479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098353506356,-39946079.0,0,1,1,10543,555,-661.0,1,,,14,2,5,,29,1,-58694879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098358889145,-40032479.0,0,1,1,10544,556,-662.0,1,,,14,2,5,,29,1,-58781279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098364297020,-40118879.0,0,1,1,10545,557,-663.0,1,,,14,2,5,,29,1,-58867679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098369697924,-40205279.0,0,1,1,10546,558,-664.0,1,,,14,2,5,,29,1,-58954079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098375156181,-40291679.0,0,1,1,10547,559,-665.0,1,,,14,2,5,,29,1,-59040479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098380589775,-40378079.0,0,1,1,10548,560,-666.0,1,,,14,2,5,,29,1,-59126879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098385957219,-40464479.0,0,1,1,10549,561,-667.0,1,,,14,2,5,,29,1,-59213279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098391330759,-40550879.0,0,1,1,10550,562,-668.0,1,,,14,2,5,,29,1,-59299679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098396714183,-40637279.0,0,1,1,10551,563,-669.0,1,,,14,2,5,,29,1,-59386079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098402162757,-40723679.0,0,1,1,10552,564,-670.0,1,,,14,2,5,,29,1,-59472479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098407537046,-40810079.0,0,1,1,10553,565,-671.0,1,,,14,2,5,,29,1,-59558879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098412902143,-40896479.0,0,1,1,10554,566,-672.0,1,,,14,2,5,,29,1,-59645279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098418290502,-40982879.0,0,1,1,10555,567,-673.0,1,,,14,2,5,,29,1,-59731679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098423639291,-41069279.0,0,1,1,10556,568,-674.0,1,,,14,2,5,,29,1,-59818079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098429057389,-41155679.0,0,1,1,10557,569,-675.0,1,,,14,2,5,,29,1,-59904479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098434391165,-41242079.0,0,1,1,10558,570,-676.0,1,,,14,2,5,,29,1,-59990879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098439782446,-41328479.0,0,1,1,10559,571,-677.0,1,,,14,2,5,,29,1,-60077279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098445168234,-41414879.0,0,1,1,10560,572,-678.0,1,,,14,2,5,,29,1,-60163679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098450537168,-41501279.0,0,1,1,10561,573,-679.0,1,,,14,2,5,,29,1,-60250079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098456309372,-41587679.0,0,1,1,10562,574,-680.0,1,,,14,2,5,,29,1,-60336479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098461666869,-41674079.0,0,1,1,10563,575,-681.0,1,,,14,2,5,,29,1,-60422879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098467049114,-41760479.0,0,1,1,10564,576,-682.0,1,,,14,2,5,,29,1,-60509279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098472394620,-41846879.0,0,1,1,10565,577,-683.0,1,,,14,2,5,,29,1,-60595679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098477742106,-41933279.0,0,1,1,10566,578,-684.0,1,,,14,2,5,,29,1,-60682079.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098483106279,-42019679.0,0,1,1,10567,579,-685.0,1,,,14,2,5,,29,1,-60768479.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098488481553,-42106079.0,0,1,1,10568,580,-686.0,1,,,14,2,5,,29,1,-60854879.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098493857179,-42192479.0,0,1,1,10569,581,-687.0,1,,,14,2,5,,29,1,-60941279.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
web1282098499263549,-42278879.0,0,1,1,10570,582,-688.0,1,,,14,2,5,,29,1,-61027679.0,6,2,6,6,6,6,5,6,1,2,4,1,0,0,0,0,0,0,,0
